TA2ID;English
5570;Lateral segment of globus pallidus
5571;Medial medullary lamina
5572;Medial segment of globus pallidus
5573;White matter of telencephalon
5574;Semi-oval centre
5575;Corona radiata
5576;Internal capsule
5577;Anterior limb of internal capsule
5578;Anterior thalamic radiation
5579;Genu of internal capsule
5580;Posterior limb of internal capsule
5581;Central thalamic radiation
5582;Thalamoparietal fibres
5583;Retrolentiform limb of internal capsule
5584;Optic radiation
5585;Posterior thalamic radiation
5586;Sublentiform limb of internal capsule
5587;Acoustic radiation
5588;External capsule
5589;Extreme capsule
5590;Lateral longitudinal stria
5591;Medial longitudinal stria
5592;Stria terminalis
5593;Association fibres of telencephalon
5594;Short association fibres
5595;Cerebral arcuate fibres
5596;Long association fibres
5597;Cingulum
5598;Inferior longitudinal fasciculus
5599;Superior longitudinal fasciculus
5600;Uncinate fasciculus of cerebrum
5601;Inferior occipitofrontal fasciculus
5602;Superior occipitofrontal fasciculus
5603;Commissural fibres of telencephalon
5604;Corpus callosum
5605;Rostrum of corpus callosum
5606;Genu of corpus callosum
5607;Body of corpus callosum
5608;Splenium of corpus callosum
5609;Radiation of corpus callosum
5610;Frontal forceps
5611;Occipital forceps
5612;Tapetum
5613;Anterior commissure
5614;Anterior part of anterior commissure
5615;Posterior part of anterior commissure
5616;Hippocampal commissure
5617;Projection fibres of telencephalon
5618;Corticospinal fibres
5619;Corticopontine fibres
5620;Frontopontine fibres
5621;Parietopontine fibres
5622;Occipitopontine fibres
5623;Temporopontine fibres
5624;Corticonuclear fibres
5625;Mesencephalic corticonuclear fibres
5626;Pontine corticonuclear fibres
5627;Medullary corticonuclear fibres
5628;Corticoreticular fibres
5629;Corticomesencephalic fibres
5630;Corticorubral fibres
5631;Corticotectal fibres
5632;Corticothalamic fibres
5633;Fornix
5634;Crus of fornix
5635;Body of fornix
5636;Column of fornix
5637;Precommissural fibres
5638;Postcommissural fibres
5639;Lateral ventricle
5640;Frontal horn
5641;Interventricular foramen
5642;Body of lateral ventricle
5643;Atrium of lateral ventricle
5644;Occipital horn
5645;Temporal horn
5646;Walls of lateral ventricle
5647;Septum pellucidum
5648;Cave of septum pellucidum
5649;Laminae of septum pellucidum
5650;Lamina affixa
5651;Choroid line of lateral ventricle
5652;Choroid fissure
5653;Taenia of fornix
5654;Choroid plexus of lateral ventricle
5655;Choroidal enlargement
5656;Pes hippocampi
5657;Collateral trigone
5658;Collateral eminence
5659;Bulb of occipital horn
5660;Calcarine spur
5661;Diencephalon
5662;Habenula
5663;Habenular trigone
5664;Habenular sulcus
5665;Pulvinar
5666;Lateral geniculate body
5667;Medial geniculate body
5668;Optic chiasm
5669;Optic tract
5670;Lateral root of optic tract
5671;Medial root of optic tract
5672;Infundibulum of hypothalamus
5673;Tuber cinereum
5674;Mamillary body
5675;Epithalamus
5676;Lateral habenular nucleus
5677;Medial habenular nucleus
5678;Thalamus
5679;Anterior nuclei of thalamus
5680;Medial nuclei of thalamus
5681;Mediodorsal nucleus
5682;Thalamic medullary laminae
5683;External medullary lamina of thalamus
5684;Internal medullary lamina of thalamus
5685;Intralaminar nuclei of thalamus
5686;Lateral nuclei of thalamus
5687;Ventral nuclei of thalamus
5688;Ventral anterior nucleus
5689;Ventral lateral nuclei
5690;Ventral medial nuclei
5691;Ventral posterior nuclei
5692;Ventral posterolateral nucleus
5693;Ventral posteromedial nucleus
5694;Ventral posterior inferior nucleus
5695;Dorsal nuclei of thalamus
5696;Lateral dorsal nucleus
5697;Lateral posterior nucleus
5698;Pulvinar nuclei
5699;Periventricular nuclei of thalamus
5700;Nuclei of geniculate bodies
5701;Lateral geniculate nucleus
5702;Medial geniculate nuclei
5703;Prethalamus
5704;Reticular nucleus of prethalamus
5705;Pregeniculate nucleus
5706;Nuclei of perizonal fields
5707;Zona incerta
5708;Subthalamus
5709;Subthalamic nucleus
5710;Preoptic area
5711;Periventricular preoptic nucleus
5712;Medial preoptic nucleus
5713;Lateral preoptic nucleus
5714;Hypothalamus
5715;Periventricular hypothalamic zone
5716;Medial hypothalamic zone
5717;Lateral hypothalamic zone
5718;Anterior hypothalamic area
5719;Anterior periventricular hypothalamic nucleus
5720;Suprachiasmatic nucleus
5721;Supra-optic nucleus
5722;Paraventricular hypothalamic nucleus
5723;Anterior part of lateral hypothalamic zone
5724;Intermediate hypothalamic area
5725;Posterior periventricular hypothalamic nucleus
5726;Arcuate nucleus of hypothalamus
5727;Perifornical nucleus
5728;Dorsomedial hypothalamic nucleus
5729;Ventromedial hypothalamic nucleus
5730;Tuberal part of lateral hypothalamic zone
5731;Posterior hypothalamic area
5732;Medial mamillary nucleus
5733;Lateral mamillary nucleus
5734;Tuberomamillary nucleus
5735;Lateral tuberal nucleus
5736;Posterior part of lateral hypothalamic zone
5737;Dorsal hypothalalmic area
5738;Posterior hypothalamic nucleus
5739;Pretectum
5740;Pretectal nuclei
5741;Nucleus of posterior commissure
5742;Accessory nuclei of optic tract
5743;Prerubral tegmentum
5744;Interstitial nucleus
5745;Elliptic nucleus
5746;White matter of diencephalon
5747;Stria medullaris thalami
5748;Habenular commissure
5749;Posterior commissure
5750;Habenulo-interpeduncular tract
5751;Ansa lenticularis
5752;Lenticular fasciculus
5753;Ansa peduncularis
5754;Fasciculus peduncularis
5755;Fasciculus subthalamicus
5756;Fasciculus thalamicus
5757;Mamillothalamic fasciculus
5758;Mamillotegmental fasciculus
5759;Supra-optic commissures
5760;Dorsal supra-optic commissure
5761;Ventral supra-optic commissure
5762;Periventricular fibres of thalamus
5763;Periventricular fibres of hypothalamus
5764;Medial forebrain bundle
5765;Hypothalamohypophysial tract
5766;Supraopticohypophysial tract
5767;Paraventriculohypophysial tract
5768;Retinohypothalamic tract
5769;Third ventricle
5770;Suprapineal recess
5771;Pineal recess
5772;Infundibular recess
5773;Supra-optic recess
5774;Superior opening of aqueduct of midbrain
5775;Walls of third ventricle
5776;Lamina terminalis
5777;Anterior thalamic tubercle
5778;Interthalamic adhesion
5779;Hypothalamic sulcus
5780;Periventricular organs of third ventricle
5781;Vascular organ of lamina terminalis
5782;Subfornical organ
5783;Subcommissural organ
5784;Median eminence
5785;Taenia thalami
5786;Choroid plexus of third ventricle
5787;Tela choroidea of third ventricle
5788;Cerebellum
5789;Arbor vitae
5790;Cerebellar fissures
5791;Folia of cerebellum
5792;Body of cerebellum
5793;Anterior lobe of cerebellum
5794;Primary fissure
5795;Posterior lobe of cerebellum
5796;Horizontal fissure
5797;Secondary fissure
5798;Posterolateral fissure
5799;Flocculonodular lobe
5800;Vallecula of cerebellum
5801;Pontocerebellum
5802;Spinocerebellum
5803;Vestibulocerebellum
5804;Hemisphere of cerebellum
5805;Wing of central lobule
5806;Lobule II of cerebellar hemisphere
5807;Lobule III of cerebellar hemisphere
5808;Anterior quadrangular lobule
5809;Lobule IV of cerebellar hemisphere
5810;Lobule V of cerebellar hemisphere
5811;Posterior quadrangular lobule
5812;Semilunar lobules
5813;Superior semilunar lobule
5814;Inferior semilunar lobule
5815;Gracile lobule
5816;Biventral lobule
5817;Tonsil of cerebellum
5818;Flocculus
5819;Vermis of cerebellum
5820;Lingula of cerebellum
5821;Central lobule
5822;Lobule II of vermis
5823;Lobule III of vermis
5824;Culmen
5825;Lobule IV of vermis
5826;Lobule V of Vermis
5827;Declive
5828;Folium of vermis
5829;Tuber of vermis
5830;Pyramis of vermis
5831;Uvula of vermis
5832;Nodule of vermis
5833;Grey matter of cerebellum
5834;Cerebellar cortex
5835;Cerebellar nuclei
5836;Dentate nucleus
5837;Hilum of dentate nucleus
5838;Emboliform nucleus
5839;Globose nucleus
5840;Fastigial nucleus
5841;White matter of cerebellum
5842;Medullary lamellae of cerebellum
5843;Cerebellar commissure
5844;Peduncle of flocculus
5845;Cerebellar peduncles
5846;Superior cerebellar peduncle
5847;Dentatothalamic tract
5848;Middle cerebellar peduncle
5849;Pontocerebellar fibres
5850;Inferior cerebellar peduncle
5851;Restiform body
5852;Cuneocerebellar fibres
5853;Olivocerebellar tract
5854;Juxtarestiform body
5855;Uncinate fasciculus of cerebellum
5856;Brainstem
5857;Nuclei of cranial nerves
5858;Nucleus of origin of cranial nerve
5859;Terminal nucleus of cranial nerve
5860;White matter of brainstem
5861;Medial lemniscus
5862;Trigeminal lemniscus
5863;Anterior trigeminothalamic tract
5864;Posterior trigeminothalamic tract
5865;Spinal lemniscus
5866;Lateral lemniscus
5867;Medial longitudinal fasciculus
5868;Posterior longitudinal fasciculus
5869;Central tegmental tract
5870;Rubro-olivary tract
5871;Cerebello-olivary tract
5872;Spinal tract of trigeminal nerve
5873;Mesencephalic tract of trigeminal nerve
5874;Midbrain
5875;Interpeduncular fossa
5876;Posterior perforated substance
5877;Lateral groove of midbrain
5878;Cerebral peduncle
5879;Base of peduncle
5880;Crus cerebri
5881;Substantia nigra
5882;Compact part of substantia nigra
5883;Reticular part of substantia nigra
5884;Lateral part of substantia nigra
5885;Tegmentum of midbrain
5886;Grey matter of tegmentum of midbrain
5887;Mesencephalic nucleus of midbrain
5888;Nucleus of brachium of inferior colliculi
5889;Parabigeminal nucleus
5890;Nucleus of trochlear nerve
5891;Oculomotor complex
5892;Nucleus of oculomotor nerve
5893;Accessory nucleus of oculomotor nerve
5894;Lateroposterior tegmental nucleus
5895;Pedunculopontine tegmental nucleus
5896;Nuclei of anterior tegmental area
5897;Interpeduncular nucleus
5898;Red nucleus
5899;Reticular formation of midbrain
5900;Cuneiform nucleus
5901;Subcuneiform nucleus
5902;Intracuneiform nucleus
5903;White matter of tegmentum of midbrain
5904;Decussation of superior cerebellar peduncles
5905;Tegmental decussations
5906;Anterior tegmental decussation
5907;Posterior tegmental decussation
5908;Central mesencephalic structures
5909;Peri-aqueductal grey substance
5910;Aqueduct of midbrain
5911;Tectum of midbrain
5912;Superior colliculus
5913;Layers of superior colliculus
5914;Brachium of superior colliculus
5915;Commissure of superior colliculi
5916;Inferior colliculus
5917;Nuclei of inferior colliculus
5918;Brachium of inferior colliculus
5919;Commissure of inferior colliculi
5920;Trochlear decussation
5921;Pons
5922;Cerebellopontine angle
5923;Basilar sulcus
5924;Medullopontine sulcus
5925;Basilar part of pons
5926;Pontine nuclei
5927;Longitudinal pontine fibres
5928;Transverse pontine fibres
5929;Tegmentum of pons
5930;Grey matter of pontine tegmentum
5931;Oral part of spinal nuclei of trigeminal nerve
5932;Principal sensory nucleus of trigeminal nerve
5933;Vestibular nuclei
5934;Superior vestibular nucleus
5935;Lateral vestibular nucleus
5936;Nuclei of trapezoid body
5937;Superior olivary nucleus
5938;Nuclei of lateral lemniscus
5939;Motor nucleus of facial nerve
5940;Motor nucleus of trigeminal nerve
5941;Nucleus of abducens nerve
5942;Superior salivatory nucleus
5943;Lacrimal nucleus
5944;Caerulean nucleus
5945;Parabrachial nuclei
5946;Pontine central grey matter
5947;Posterior tegmental nucleus
5948;Pontine reticular formation
5949;Caudal pontine reticular nucleus
5950;Rostral pontine reticular nucleus
5951;Anterior tegmental nucleus
5952;Reticulotegmental nucleus
5953;White matter of pontine tegmentum
5954;Raphe of pons
5955;Pontine raphe nuclei
5956;Median raphe nucleus
5957;Posterior raphe nucleus
5958;Supragenual nucleus
5959;Genu of fibres of facial nerve
5960;Trapezoid body
5961;Olivocochlear tract
5962;Anterior acoustic stria
5963;Intermediate acoustic stria
5964;Posterior acoustic stria
5965;Auditory commissure of pons
5966;Fourth ventricle
5967;Inferior opening of aqueduct of midbrain
5968;Lateral recess of fourth ventricle
5969;Lateral aperture of fourth ventricle
5970;Median aperture of fourth ventricle
5971;Rhomboid fossa
5972;Median sulcus of rhomboid fossa
5973;Sulcus limitans
5974;Roof of fourth ventricle
5975;Fastigium
5976;Superior medullary velum
5977;Frenulum of superior medullary velum
5978;Inferior medullary velum
5979;Tela choroidea of fourth ventricle
5980;Choroid plexus of fourth ventricle
5981;Taenia cinerea
5982;Obex
5983;Medulla oblongata
5984;Anterior median fissure of medulla oblongata
5985;Pyramid of medulla oblongata
5986;Anterolateral sulcus of medulla oblongata
5987;Lateral funiculus of medulla oblongata
5988;Olive
5989;Retro-olivary groove
5990;Trigeminal tubercle
5991;Posterolateral sulcus of medulla oblongata
5992;Cuneate tubercle
5993;Gracile tubercle
5994;Posterior median sulcus of medulla oblongata
5995;Superior medulla oblongata
5996;Inferior medulla oblongata
5997;Grey matter of medulla oblongata
5998;Gracile nucleus
5999;Cuneate nucleus
6000;Accessory cuneate nucleus
6001;Spinal nucleus of trigeminal nerve
6002;Caudal part of spinal trigeminal nucleus
6003;Interpolar part of spinal trigeminal nucleus
6004;Medial vestibular nucleus
6005;Inferior vestibular nucleus
6006;Anterior cochlear nucleus
6007;Posterior cochlear nucleus
6008;Nucleus of solitary tract
6009;Area postrema
6010;Nucleus of hypoglossal nerve
6011;Nucleus ambiguus
6012;Retrofacial nucleus
6013;Posterior nucleus of vagus nerve
6014;Inferior salivatory nucleus
6015;Retroambiguus nucleus
6016;Arcuate nucleus of medulla oblongata
6017;Perihypoglossal nuclei
6018;Subhypoglossal nucleus
6019;Intercalated nucleus
6020;Prepositus nucleus
6021;Inferior olivary complex
6022;Principal inferior olivary nucleus
6023;Hilum of inferior olivary nucleus
6024;Posterior accessory olivary nucleus
6025;Medial accessory olivary nucleus
6026;Medullary reticular formation
6027;Central reticular nucleus
6028;Gigantocellular nucleus
6029;Lateral paragigantocellular nucleus
6030;Parvocellular reticular nucleus
6031;Posterior paragigantocellular nucleus
6032;Lateral reticular nucleus
6033;White matter of medulla oblongata
6034;Raphe of medulla oblongata
6035;Raphe nuclei of medulla oblongata
6036;Pallidus raphe nucleus
6037;Obscurus raphe nucleus
6038;Magnus raphe nucleus
6039;Posterior paramedian nucleus
6040;Pyramidal tract
6041;Decussation of pyramids
6042;Internal arcuate fibres
6043;Decussation of medial lemniscus
6044;Anterior external arcuate fibres
6045;Posterior external arcuate fibres
6046;Medullary striae of fourth ventricle
6047;Amiculum of olive
6048;Sollitary tract
6049;Spinal cord
6050;Cervical enlargement
6051;Lumbosacral enlargement
6052;Conus medullaris
6053;Anterior median fissure of spinal cord
6054;Anterolateral sulcus of spinal cord
6055;Posterolateral sulcus of spinal cord
6056;Posterior intermediate sulcus of spinal cord
6057;Posterior median sulcus of spinal cord
6058;Cervical part of spinal cord
6059;Thoracic part of spinal cord
6060;Lumbar part of spinal cord
6061;Sacral part of spinal cord
6062;Coccygeal part of spinal cord
6063;Grey matter of spinal cord
6064;Posterior horn of spinal cord
6065;Apex of posterior horn
6066;Head of posterior horn
6067;Gelatinous substance of posterior horn
6068;Nucleus proprius
6069;Neck of posterior horn
6070;Base of posterior horn
6071;Spinal reticular process
6072;Intermediate zone of spinal cord
6073;Central intermediate substance
6074;Posterior thoracic nucleus
6075;Lateral intermediate substance
6076;Sacral parasympathetic nucleus
6077;Lateral horn of spinal cord
6078;Intermediolateral nucleus
6079;Anterior horn of spinal cord
6080;Medial motor nuclei of spinal nerves
6081;Lateral motor nuclei of spinal nerves
6082;Nucleus of accessory nerve
6083;Nucleus of phrenic nerve
6084;Nucleus of pudendal nerve
6085;White matter of spinal cord
6086;Posterior funiculus
6087;Posterior fasciculus proprius
6088;Gracile fasciculus
6089;Cuneate fasciculus
6090;Spinogracile fibres
6091;Spinocuneate fibres
6092;Posterolateral tract
6093;Lateral funiculus
6094;Lateral fasciculus proprius
6095;Lateral corticospinal tract
6096;Lateral reticulospinal tract
6097;Rubrospinal tract
6098;Hypothalamospinal fibres
6099;Posterior spinocerebellar tract
6100;Anterior spinocerebellar tract
6101;Anterolateral fasciculus
6102;Spinothalamic tracts
6103;Anterior spinothalamic tract
6104;Lateral spinothalamic tract
6105;Spinoreticular tract
6106;Spinomesencephalic tract
6107;Spinotectal tract
6108;Spinoperiaqueductal fibres
6109;Spino-olivary tract
6110;Anterior funiculus
6111;Anterior fasciculus proprius
6112;Anterior corticospinal tract
6113;Lateral vestibulospinal tract
6114;Medial vestibulospinal tract
6115;Reticulospinal fibres of anterior funiculus
6116;Anterolateral reticulospinal tract
6117;Anterior reticulospinal tract
6118;Medial reticulospinal tract
6119;Tectospinal tract
6120;Central structures of spinal cord
6121;Spinal area x
6122;Anterior grey commissure
6123;Central gelatinous substance
6124;Posterior grey commissure
6125;Anterior white commissure
6126;Posterior white commissure
6127;Central canal
6128;Terminal ventricle
6129;Peripheral nervous system nerves
6131;Motor nerve
6132;Sensory nerve
6133;Cutaneous nerve
6134;Mixed nerve
6135;Cutaneous branch of nerve
6136;Articular branch of nerve
6137;Muscular branch of nerve
6138;Autonomic branch of nerve
6139;Communicating branch of nerve
6140;Ganglionic branch of nerve
6141;Autonomic nerve
6142;Cranial nerve
6143;Spinal nerve
6144;Trunk of spinal nerve
6145;Anterior root of spinal nerve
6146;Posterior root of spinal nerve
6147;Anterior ramus of spinal nerve
6148;Meningeal branch of spinal nerve
6149;Grey communicating branch of spinal nerve
6150;White communicating branch of spinal nerve
6151;Posterior ramus of spinal nerve
6152;Medial branch of posterior ramus of spinal nerve
6153;Lateral branch of posterior ramus of spinal nerve
6154;Nerve
6155;Epineurium
6156;Perineurium
6157;Nerve fascicle
6158;Endoneurium
6159;Peripheral nerve fibres
6160;Roots of nerves
6161;Root of nerve
6162;Rootlet of nerve
6163;Cauda equina
6164;Ganglia
6165;Sensory ganglia
6166;Sensory ganglion of cranial nerve
6167;Spinal ganglion
6168;Autonomic ganglia
6169;Sympathetic ganglion
6170;Parasympathetic ganglion
6171;Visceral ganglion
6172;Nerve plexuses
6173;Spinal nerve plexus
6174;Autonomic plexuses
6175;Visceral plexus
6176;Perivascular plexus
6177;Peri-arterial plexus
6178;Cranial nerves
6179;Terminal nerve
6180;Terminal ganglion
6181;Olfactory nerve (I)
6182;Olfactory fibre bundle
6183;Optic nerve (II)
6184;Outer sheath of optic nerve
6185;Inner sheath of optic nerve
6186;Subarachnoid space of optic nerve
6187;Oculomotor nerve (III)
6188;Superior branch of oculomotor nerve
6189;Inferior branch of oculomotor nerve
6190;Branch of oculomotor nerve to ciliary ganglion
6191;Trochlear nerve (IV)
6192;Trigeminal nerve (V)
6193;Sensory root of trigeminal nerve
6194;Trigeminal ganglion
6195;Motor root of trigeminal nerve
6196;Ophthalmic nerve
6197;Tentorial branch of ophthalmic nerve
6198;Lacrimal nerve
6199;Frontal nerve
6200;Supra-orbital nerve
6201;Lateral branch of supra-orbital nerve
6202;Medial branch of supra-orbital nerve
6203;Supratrochlear nerve
6204;Nasociliary nerve
6205;Branch of nasociliary nerve to ciliary ganglion
6206;Long ciliary nerves
6207;Posterior ethmoidal nerve
6208;Anterior ethmoidal nerve
6209;Internal nasal branches of anterior ethmoidal nerve
6210;Lateral nasal branches of anterior ethmoidal nerve
6211;Medial nasal branches of anterior ethmoidal nerve
6212;External nasal branch of anterior ethmoidal nerve
6213;Anterior meningeal branch of anterior ethmoidal nerve
6214;Infratrochlear nerve
6215;Palpebral branches of infratrochlear nerve
6216;Maxillary nerve
6217;Meningeal branch of maxillary nerve
6218;Branches of maxillary nerve to pterygopalatine ganglion
6219;Lateral superior posterior nasal branches of maxillary nerve
6220;Medial superior posterior nasal branches of maxillary nerve
6221;Nasopalatine nerve
6222;Gingival branches of nasopalatine nerve
6223;Pharyngeal nerve
6224;Greater palatine nerve
6225;Inferior posterior nasal branches of greater palatine nerve
6226;Gingival branches of greater palatine nerve
6227;Lesser palatine nerves
6228;Middle palatine nerve
6229;Posterior palatine nerve
6230;Tonsillar branches of lesser palatine nerves
6231;Zygomatic nerve
6232;Zygomaticotemporal nerve
6233;(Communic. branch of zygomaticotemporal n. to lacrimal n.)
6234;Zygomaticofacial nerve
6235;Posterior superior alveolar nerve
6236;Superior dental plexus
6237;Superior dental branches of superior alveolar nerves
6238;Gingival branches of superior alveolar nerves
6239;Infra-orbital nerve
6240;Middle superior alveolar nerve
6241;Anterior superior alveolar nerve
6242;Palpebral branches of infra-orbital nerve
6243;External nasal branches of infra-orbital nerve
6244;Internal nasal branches of infra-orbital nerve
6245;Superior labial branches of infra-orbital nerve
6246;Mandibular nerve
6247;Meningeal branch of mandibular nerve
6248;Branches of mandibular nerve to otic ganglion
6249;Anterior division of mandibular nerve
6250;Nerve to medial pterygoid muscle
6251;Nerve to tensor veli palatini
6252;Nerve to tensor tympani
6253;Masseteric nerve
6254;Deep temporal nerves
6255;Posterior deep temporal nerve
6256;Anterior deep temporal nerve
6257;Nerve to lateral pterygoid muscle
6258;Buccal nerve
6259;Gingival branches of buccal nerve
6260;Posterior division of mandibular nerve
6261;Auriculotemporal nerve
6262;Nerve to external acoustic meatus
6263;Branches of auriculotemporal nerve to tympanic membrane
6264;Parotid branches of auriculotemporal nerve
6265;Anterior auricular nerves
6266;Superficial temporal branches of auriculotemporal nerve
6267;Lingual nerve
6268;Branches of lingual nerve to isthmus of fauces
6269;Sublingual nerve
6270;Lingual branches of lingual nerve
6271;Posterior branch of lingual nerve to submandibular ganglion
6272;(Branches of lingual nerve to sublingual ganglion)
6273;Gingival branches of lingual nerve
6274;Inferior alveolar nerve
6275;Nerve to mylohyoid muscle
6276;Inferior dental plexus
6277;Dental branches of inferior alveolar nerve
6278;Gingival branches of inferior alveolar nerve
6279;Mental nerve
6280;Mental branches of mental nerve
6281;Inferior labial branches of mental nerve
6282;Gingival branches of mental nerve
6283;Abducens nerve (VI)
6284;Facial nerve (VII)
6285;Motor root of facial nerve
6286;Sensory root of facial nerve
6287;Genigulate ganglion
6288;Geniculum of facial nerve
6289;Greater petrosal nerve
6290;Nerve of pterygoid canal
6291;Nerve to stapedius muscle
6292;Chorda tympani
6293;Branch of chorda tympani to otic ganglion
6294;Facial nerve proper
6295;Posterior auricular nerve
6296;Occipital branch of posterior auricular nerve
6297;Auricular branch of posterior auricular nerve
6298;Digastric branch of facial nerve
6299;Stylohyoid branch of facial nerve
6300;(Lingual branch of facial nerve)
6301;Parotid plexus
6302;Temporal branches of facial nerve
6303;Zygomatic branches of facial nerve
6304;Buccal branches of facial nerve
6305;Marginal mandibular branch of facial nerve
6306;Cervical branch of facial nerve
6307;Vestibulocochlear nerve (VIII)
6308;Vestibular nerve
6309;Vestibular ganglion
6310;Cochlear communicating branch of vestibular nerve
6311;Superior branch of vestibular nerve
6312;Utricular nerve
6313;Anterior ampullary nerve
6314;Lateral ampullary nerve
6315;Inferior branch of vestibular nerve
6316;Posterior ampullary nerve
6317;Saccular nerve
6318;Cochlear nerve
6319;Cochlear ganglion
6320;Glossopharyngeal nerve (IX)
6321;Superior ganglion of glossopharyngeal nerve
6322;Inferior ganglion of glossopharyngeal nerve
6323;Tympanic nerve
6324;Tympanic plexus
6325;Tubal branch of tympanic nerve
6326;Lesser petrosal nerve
6327;Carotid sinus nerve
6328;Stylopharyngeal branch of glossopharyngeal nerve
6329;Pharyngeal branches of glossopharyngeal nerve
6330;Tonsillar branches of glossopharyngeal nerve
6331;Lingual branches of glossopharyngeal nerve
6332;Vagus nerve (X)
6333;Superior ganglion of vagus nerve
6334;Meningeal branch of vagus nerve
6335;Auricular branch of vagus nerve
6336;Inferior ganglion of vagus nerve
6337;Pharyngeal branch of vagus nerve
6338;Pharyngeal plexus
6339;Superior laryngeal nerve
6340;External branch of superior laryngeal nerve
6341;Internal branch of superior laryngeal nerve
6342;Superior cervical cardiac branches of vagus nerve
6343;Inferior cervical cardiac branches of vagus nerve
6344;Recurrent laryngeal nerve
6345;Tracheal branches of recurrent laryngeal nerve
6346;Oesophageal branches of recurrent laryngeal nerve
6347;Pharyngeal branches of recurrent laryngeal nerve
6348;Laryngeal branches of recurrent laryngeal nerve
6349;Thoracic cardiac branches of vagus nerve
6350;Bronchial branches of vagus nerve
6351;Oesophageal branches of vagus nerve
6352;Accessory nerve (XI)
6353;Cranial root of accessory nerve
6354;Spinal root of accessory nerve
6355;Vagal communicating branch of accessory nerve
6356;Spinal accessory nerve
6357;Hypoglossal nerve (XII)
6358;Superior root of ansa cervicalis
6359;Thyrohyoid branch of hypoglossal nerve
6360;Geniohyoid branch of hypoglossal nerve
6361;Lingual branches of hypoglossal nerve
6362;Spinal nerves
6363;Cervical nerves
6364;Posterior rami of cervical nerves
6365;Suboccipital nerve
6366;Greater occipital nerve
6367;Third occipital nerve
6368;Posterior cervical plexus
6369;Posterior cutaneous branches of fourth cervical nerve
6370;Posterior cutaneous branches of fifth cervical nerve
6371;Anterior rami of cervical nerves
6372;Hypoglossal communicating branch of first cervical nerve
6373;Hypoglossal communicating branch of second cervical nerve
6374;Cervical plexus
6375;Deep branches of cervical plexus
6376;Ansa cervicalis
6377;Inferior root of ansa cervicalis
6378;Infrahyoid branches of ansa cervicalis
6379;Muscular branches of cervical plexus
6380;Phrenic nerve
6381;Pericardial branch of phrenic nerve
6382;Phrenico-abdominal branches of phrenic nerve
6383;Superficial branches of cervical plexus
6384;Lesser occipital nerve
6385;Great auricular nerve
6386;Posterior branch of great auricular nerve
6387;Anterior branch of great auricular nerve
6388;Transverse cervical nerve
6389;Superior branches of transverse cervical nerve
6390;Inferior branches of transverse cervical nerve
6391;Supraclavicular nerves
6392;Medial supraclavicular nerves
6393;Intermediate supraclavicular nerves
6394;Lateral supraclavicular nerves
6395;Brachial plexus
6396;Supraclavicular part of brachial plexus
6397;Roots of brachial plexus
6398;Superior trunk of brachial plexus
6399;Anterior division of superior trunk of brachial plexus
6400;Posterior division of superior trunk of brachial plexus
6401;Middle trunk of brachial plexus
6402;Anterior division of middle trunk of brachial plexus
6403;Posterior division of middle trunk of brachial plexus
6404;Inferior trunk of brachial plexus
6405;Anterior division of inferior trunk of brachial plexus
6406;Posterior division of inferior trunk of brachial plexus
6407;Supraclavicular branches of brachial plexus
6408;Muscular branches of brachial plexus
6409;Dorsal scapular nerve
6410;Long thoracic nerve
6411;Suprascapular nerve
6412;Subclavian nerve
6413;(Accessory phrenic nerves)
6414;Infraclavicular part of brachial plexus
6415;Lateral cord of brachial plexus
6416;Posterior cord of brachial plexus
6417;Medial cord of brachial plexus
6418;Branches of lateral cord of brachial plexus
6419;Lateral pectoral nerve
6420;Ansa pectoralis
6421;Musculocutaneous nerve
6422;Muscular branches of musculocutaneous nerve
6423;Lateral antebrachial cutaneous nerve
6424;Lateral root of median nerve
6425;(Lateral root of ulnar nerve)
6426;Branches of posterior cord of brachial plexus
6427;Subscapular nerves
6428;Superior subscapular nerve
6429;Inferior subscapular nerve
6430;Thoracodorsal nerve
6431;Radial nerve
6432;Posterior brachial cutaneous nerve
6433;Inferior lateral brachial cutaneous nerve
6434;Posterior antebrachial cutaneous nerve
6435;Muscular branches of radial nerve
6436;Deep branch of radial nerve
6437;Posterior interosseous nerve of forearm
6438;Superficial branch of radial nerve
6439;Dorsal digital branches of radial nerve
6440;Axillary nerve
6441;Muscular branches of axillary nerve
6442;Superior lateral brachial cutaneous nerve
6443;Branches of medial cord of brachial plexus
6444;Medial pectoral nerve
6445;Medial brachial cutaneous nerve
6446;Medial antebrachial cutaneous nerve
6447;Anterior branch of medial antebrachial cutaneous nerve
6448;Posterior branch of medial antebrachial cutaneous nerve
6449;Ulnar nerve
6450;Muscular branches of ulnar nerve
6451;Dorsal branch of ulnar nerve
6452;Dorsal digital branches of ulnar nerve
6453;Palmar branch of ulnar nerve
6454;Superficial branch of ulnar nerve
6455;Common palmar digital branches of ulnar nerve
6456;Proper palmar digital branches of ulnar nerve
6457;Deep branch of ulnar nerve
6458;Medial root of median nerve
6459;Median nerve
6460;Anterior interosseous nerve of forearm
6461;Muscular branches of median nerve
6462;Palmar branch of median nerve
6463;(Communicating branch of median nerve with ulnar nerve)
6464;Recurrent branch of median nerve
6465;Common palmar digital branches of median nerve
6466;Proper palmar digital branches of median nerve
6467;Thoracic nerves
6468;Posterior branches of thoracic nerves
6469;Posterior cutaneous branches of thoracic nerves
